100	5	10	3
3	9088	3296	12896	80282	507904	576	90112	-1
0	job0	1	50	137	137	197	740	23
0	job1	1	50	137	137	197	740	126
0	job2	1	50	137	137	197	740	135
0	job3	1	50	137	137	197	740	154
0	job4	1	50	137	137	197	740	171
0	job5	1	50	137	137	197	740	183
0	job6	1	50	137	137	197	740	184
0	job7	1	50	137	137	197	740	184
0	job8	1	50	137	137	197	740	186
0	job9	1	50	137	137	197	740	187
0	job10	1	50	137	137	197	740	189
0	job11	1	50	137	137	197	740	192
0	job12	1	50	137	137	197	740	202
0	job13	1	50	137	137	197	740	205
0	job14	1	50	137	137	197	740	222
0	job15	1	50	137	137	197	740	274
0	job16	1	50	137	137	197	740	285
0	job17	1	50	137	137	197	740	289
0	job18	1	50	137	137	197	740	327
0	job19	1	50	137	137	197	740	349
0	job20	1	50	137	137	197	740	357
0	job21	1	50	137	137	197	740	358
0	job22	1	50	137	137	197	740	390
0	job23	1	50	137	137	197	740	405
0	job24	1	50	137	137	197	740	451
0	job25	1	50	137	137	197	740	476
0	job26	1	50	137	137	197	740	483
0	job27	1	50	137	137	197	740	488
0	job28	1	50	137	137	197	740	519
0	job29	1	50	137	137	197	740	527
0	job30	1	50	137	137	197	740	571
6	job31	1	50	26	26	37	13614	579
0	job32	1	50	137	137	197	740	588
0	job33	1	50	137	137	197	740	590
0	job34	1	50	137	137	197	740	636
0	job35	1	50	137	137	197	740	656
0	job36	1	50	137	137	197	740	658
0	job37	1	50	137	137	197	740	688
2	job38	1	50	298	298	429	1425941	695
0	job39	1	50	137	137	197	740	716
0	job40	1	50	137	137	197	740	722
0	job41	1	50	137	137	197	740	723
0	job42	1	50	137	137	197	740	758
0	job43	1	50	137	137	197	740	776
0	job44	1	50	137	137	197	740	787
0	job45	1	50	137	137	197	740	793
0	job46	1	50	137	137	197	740	795
1	job47	1	50	29	29	41	589385	816
0	job48	1	50	137	137	197	740	821
0	job49	1	50	137	137	197	740	841
0	job50	1	50	137	137	197	740	850
0	job51	1	50	137	137	197	740	879
0	job52	1	50	137	137	197	740	904
0	job53	1	50	137	137	197	740	917
0	job54	1	50	137	137	197	740	950
0	job55	1	50	137	137	197	740	961
0	job56	1	50	137	137	197	740	967
0	job57	1	50	137	137	197	740	1023
0	job58	1	50	137	137	197	740	1051
0	job59	1	50	137	137	197	740	1061
0	job60	1	50	137	137	197	740	1103
0	job61	1	50	137	137	197	740	1132
0	job62	1	50	137	137	197	740	1155
0	job63	1	50	137	137	197	740	1171
0	job64	1	50	137	137	197	740	1184
0	job65	1	50	137	137	197	740	1233
0	job66	1	50	137	137	197	740	1272
0	job67	1	50	137	137	197	740	1278
0	job68	1	50	137	137	197	740	1334
0	job69	1	50	137	137	197	740	1340
1	job70	1	50	29	29	41	589385	1350
0	job71	1	50	137	137	197	740	1361
0	job72	1	50	137	137	197	740	1379
0	job73	1	50	137	137	197	740	1380
0	job74	1	50	137	137	197	740	1395
0	job75	1	50	137	137	197	740	1398
0	job76	1	50	137	137	197	740	1411
0	job77	1	50	137	137	197	740	1412
0	job78	1	50	137	137	197	740	1420
6	job79	1	50	26	26	37	13614	1421
1	job80	1	50	29	29	41	589385	1422
0	job81	1	50	137	137	197	740	1422
0	job82	1	50	137	137	197	740	1423
0	job83	1	50	137	137	197	740	1424
0	job84	1	50	137	137	197	740	1424
0	job85	1	50	137	137	197	740	1425
0	job86	1	50	137	137	197	740	1427
0	job87	1	50	137	137	197	740	1436
0	job88	1	50	137	137	197	740	1448
0	job89	1	50	137	137	197	740	1462
0	job90	1	50	137	137	197	740	1465
0	job91	1	50	137	137	197	740	1494
0	job92	1	50	137	137	197	740	1516
0	job93	1	50	137	137	197	740	1522
0	job94	1	50	137	137	197	740	1559
0	job95	1	50	137	137	197	740	1567
0	job96	1	50	137	137	197	740	1568
0	job97	1	50	137	137	197	740	1572
0	job98	1	50	137	137	197	740	1611
0	job99	1	50	137	137	197	740	1618
0	job100	1	50	137	137	197	740	1631
0	job101	1	50	137	137	197	740	1664
0	job102	1	50	137	137	197	740	1675
0	job103	1	50	137	137	197	740	1683
0	job104	1	50	137	137	197	740	1695
0	job105	1	50	137	137	197	740	1698
0	job106	1	50	137	137	197	740	1703
0	job107	1	50	137	137	197	740	1744
0	job108	1	50	137	137	197	740	1751
0	job109	1	50	137	137	197	740	1753
0	job110	1	50	137	137	197	740	1764
0	job111	1	50	137	137	197	740	1808
0	job112	1	50	137	137	197	740	1809
6	job113	1	50	26	26	37	13614	1817
0	job114	1	50	137	137	197	740	1825
0	job115	1	50	137	137	197	740	1849
0	job116	1	50	137	137	197	740	1877
0	job117	1	50	137	137	197	740	1882
0	job118	1	50	137	137	197	740	1883
0	job119	1	50	137	137	197	740	1901
0	job120	1	50	137	137	197	740	1923
0	job121	1	50	137	137	197	740	1939
0	job122	1	50	137	137	197	740	1953
0	job123	1	50	137	137	197	740	1967
1	job124	1	50	29	29	41	589385	1971
0	job125	1	50	137	137	197	740	1986
0	job126	1	50	137	137	197	740	1989
0	job127	1	50	137	137	197	740	1994
1	job128	1	50	29	29	41	589385	2007
0	job129	1	50	137	137	197	740	2009
0	job130	1	50	137	137	197	740	2010
0	job131	1	50	137	137	197	740	2011
0	job132	1	50	137	137	197	740	2011
0	job133	1	50	137	137	197	740	2012
0	job134	1	50	137	137	197	740	2015
0	job135	1	50	137	137	197	740	2017
0	job136	1	50	137	137	197	740	2020
1	job137	1	50	29	29	41	589385	2022
6	job138	1	50	26	26	37	13614	2025
0	job139	1	50	137	137	197	740	2036
0	job140	1	50	137	137	197	740	2043
0	job141	1	50	137	137	197	740	2045
0	job142	1	50	137	137	197	740	2047
1	job143	1	50	29	29	41	589385	2089
0	job144	1	50	137	137	197	740	2102
0	job145	1	50	137	137	197	740	2109
0	job146	1	50	137	137	197	740	2162
0	job147	1	50	137	137	197	740	2202
0	job148	1	50	137	137	197	740	2234
0	job149	1	50	137	137	197	740	2257
0	job150	1	50	137	137	197	740	2261
0	job151	1	50	137	137	197	740	2280
0	job152	1	50	137	137	197	740	2280
0	job153	1	50	137	137	197	740	2316
0	job154	1	50	137	137	197	740	2324
0	job155	1	50	137	137	197	740	2359
0	job156	1	50	137	137	197	740	2379
0	job157	1	50	137	137	197	740	2412
0	job158	1	50	137	137	197	740	2418
0	job159	1	50	137	137	197	740	2439
0	job160	1	50	137	137	197	740	2464
0	job161	1	50	137	137	197	740	2505
0	job162	1	50	137	137	197	740	2508
0	job163	1	50	137	137	197	740	2517
0	job164	1	50	137	137	197	740	2564
0	job165	1	50	137	137	197	740	2573
0	job166	1	50	137	137	197	740	2573
0	job167	1	50	137	137	197	740	2580
0	job168	1	50	137	137	197	740	2582
0	job169	1	50	137	137	197	740	2613
0	job170	1	50	137	137	197	740	2614
6	job171	1	50	26	26	37	13614	2625
0	job172	1	50	137	137	197	740	2640
6	job173	1	50	26	26	37	13614	2659
0	job174	1	50	137	137	197	740	2666
0	job175	1	50	137	137	197	740	2684
0	job176	1	50	137	137	197	740	2772
0	job177	1	50	137	137	197	740	2838
0	job178	1	50	137	137	197	740	2869
6	job179	1	50	26	26	37	13614	2874
0	job180	1	50	137	137	197	740	2880
6	job181	1	50	26	26	37	13614	2882
0	job182	1	50	137	137	197	740	2886
0	job183	1	50	137	137	197	740	2957
0	job184	1	50	137	137	197	740	2986
